#* Preliminary linelist for GCAL CuAr lamp
#* Source: Suzanne Ramsay, ATC, Edinburgh
#*         CGT / AAO and ESO.
#* This is a somewhat random collection of the Ar and Cu lines commonly 
#* found in CuAr arc lamp spectra.
#* The line lists are by no means complete.
#*
# Used intensity=1111 when nothing else available (BMiller, 1/24/2001)
3194.10          1500         CuI
3208.23          1400         CuI
3247.54         10000         CuI
3273.96         10000         CuI
3307.228           20         ArII
3307.95          2500         CuI
3337.84          1500         CuI
3350.924           25         ArII
3376.426           25         ArII
3388.531           25         ArII
3491.244           50         ArII
3491.536          100         ArII
3530.38          2000         CuI
3576.615           70         ArII
3582.355           50         ArII
3588.441           70         ArII
3606.522            7         ArII
3622.138           25         ArII
3718.206           35         ArII
3729.309           70         ArII
3737.889           50         ArII
3765.270          150         ArII
3850.578          400         ArII            L6 L12
3868.524          250         ArII                 *
3928.629          125         ArII
3948.979         2000         Ar              L6 L12
3965.2              0         Blend           L6 L12
3968.360          200         ArII
4043.6            600         Cu(2)
4044.59          1200         Ar(2)        S6 L6 L12
4072.005          200         ArII         L6 L12
4072.385           70         ArII         L6 L12
4103.912          200         ArII            L6 L12
4158.590         1200         Ar           S6 L6 L12
4164.179         1000         Ar
4181.4              0         Blend           L6 L12
4181.883         1000         Ar
4190.713          100         ArI(2) 
4198.317         1200         Ar
4200.675         1200         Ar
4237.220          100         ArII
4259.361         1200         Ar              L6 L12
4266.287         1200         Ar
4266.528          200         ArII
4272.168         1200         Ar
4300.100         1200         Ar           S6 L6 L12
4309.239           70         ArII
4331.199          200         ArII
4333.560         1000         Ar
4335.337          800         Ar
4345.167         1000         Ar
4348.063          500         ArII
4363.794           80         Ar
4370.753          200         ArII
4371.329           80         ArII
4379.667          150         ArII(2)  
4400.621           40         ArII(2)         L6 L12
4426.005          300         ArII
4430.55           100         ArII(2)  
4439.461           20         ArII
4448.879           35         ArII
4481.810           80         ArII
4502.931           20         ArII
4510.733         1000         Ar              L6 L12
4522.324          800         Ar              L6 L12
4530.552           20         ArII
4545.0052         400         ArII         S6 L6 L12
4564.405           20         ArII
4579.1              0         Blend           L6 L12
4579.346           80         ArII
4589.4              0         Blend           L6 L12
4589.896          150         ArII
4609.560          300         ArII            L6 L12
4651.124         1111         Cu
4657.893          150         ArII         S6 L6 L12
4702.316         1200         Ar              L6 L12
4726.859          200         ArII                 *
4735.905          400         ArII                 *
4764.862          150         ArII         S6 L6 L12
4806.017          500         ArII            L6 L12
4847.90            80         ArII            L6 L12
4865.910           50         ArII
4879.860          300         ArII               L12
4882.233          100         ArII
4887.947          200         Ar
4889.033           50         ArII
4904.752           20         ArII
4921.042           80         Ar
4921.8              0         Blend        S6 L6 L12
4921.929           50         He
4933.206           30         ArII            L6 L12
4965.073           40         ArII            L6 L12
5009.334          200         ArII
5017.163           70         ArII
5048.813          500         Ar
5060.079          500         Ar
5062.036          200         ArII
5087.087           60         Ar
5105.541         1500         CuI
5118.206           60         Ar
5141.81            20         ArII(2) 
5145.319          200         ArII
5151.394          200         Ar
5153.235         2000         CuI
5162.286          500         Ar              L6 L12
5176.233           10         ArII
5177.540           40         Ar
5187.751          800         Ar           S6 L6 L12
5218.202         2500         CuI
5221.273          500         Ar              L6 L12
5252.789          300         Ar                   *
5254.471           60         Ar
5292.517         1650         CuI
5373.0              0         Blend           L6 L12
5373.493          500         Ar
5421.354          500         Ar              L6 L12
5439.990          500         Ar
5442.22           500         Ar
5451.654          500         Ar                 L12
5457.416          200         Ar
5473.455          500         Ar
5495.876         1000         Ar           S6 L6 L12
5506.115          500         Ar                 L12
5524.960          300         Ar              L6 L12
5558.70           500         Ar(2)              L12
5572.543          500         Ar
5581.83            60         Ar
5588.721          500         Ar
5597.478          500         Ar
5606.734          500         Ar              L6 L12
5648.66           200         Ar
5650.0           1500         Ar(2)        S6 L6 L12
5656.659          500         Ne
5659.128          500         Ar
5681.901          500         Ar
5689.64           200         Ar                 L12
5700.24          1500         Cu
5739.4            500         Ar(2)              L12
5782.13          1500         Cu
5834.266           60         Ar
5888.585          300         Ar
5912.086          500         Ar
5928.812          200         Ar              L6 L12
5942.67          1111          Ar
6032.129           60         Ar
6043.225          100         Ar
6043.35             0         Blend           L6 L12
6059.373          100         Ar
6105.635           60         Ar
6114.929          100         ArII
6145.43          1111         Ar
6170.176            7         ArI
6172.278          150         ArII           (Blend)
6173.098           10         ArI
6216.7              0         Blend           L6 L12
6296.876           20         Ar
6305.3              0         Blend           L6 L12
6307.657           15         Ar I
6384.72          1111         Ar
6416.308          100         Ar
6466.551           20         Ar
6483.082           15         ArII
6538.114           30         Ar
6604.854           30         Ar
6638.79            30         ArII(2)  
6643.716          100         ArII               L12
6666.3588        1111         ArII
6678.20             0         Blend        S6 L6 L12
6677.282          100         Ar I
6684.2929        1111         ArII
6698.875          100         Ar                 L12
6719.219          100         Ar
6752.835          200         Ar           S6 L6 L12
6756.5525        1111         ArII
6766.613          100         Ar              L6 L12
